id,name,blurb, goal ,pledged,outcomes,country,currency,deadline,launched_at,staff_pick,backers_count,spotlight,Category and Subcategory,Percentage Funded,Average Donation,Parent Category,Subcategory,Date Created Conversion,Date Ended Conversion,Years
20,Finding Kylie Hard Read Fund,"Help us reach our goal & pay the drama dept that is performing the hard read, which is set for October 2015.","$2,000.00 ","$2,004.00 ",successful,US,USD,1442167912,1436983912,FALSE,25,TRUE,film & video/television,100,80.16,film & video,television,7/15/2015,9/13/2015,2015
21,Life of an Ingredient: The Pilot Episode,"“LIFE of an INGREDIENT,"" a series that tells the story of the greatest chef & farm collaborators in today’s marketplace.","$18,500.00 ","$20,190.00 ",successful,US,USD,1411743789,1409151789,FALSE,101,TRUE,film & video/television,109,199.9,film & video,television,8/27/2014,9/26/2014,2014
22,CREATURES OF HABIT!,"Meet Gary, and Troy: Two unlikely friends that investigate ""strange phenomenon"".",$350.00 ,$410.00 ,successful,US,USD,1420099140,1418766740,FALSE,8,TRUE,film & video/television,117,51.25,film & video,television,12/16/2014,1/1/2015,2014
23,Bad Boy of Beauty and Bride Crashers!,Lois and Berlin are the Lucy and Ricky of reality. You will go on  journey to reinvent beauty from the inside out. Be the star !,"$2,000.00 ","$2,370.00 ",successful,US,USD,1430407200,1428086501,FALSE,23,TRUE,film & video/television,119,103.04,film & video,television,4/3/2015,4/30/2015,2015
24,Bring STL Up Late to TV,STL Up Late is a weekly late night comedy talk show for St. Louis television.,"$35,000.00 ","$38,082.69 ",successful,US,USD,1442345940,1439494863,FALSE,574,TRUE,film & video/television,109,66.35,film & video,television,8/13/2015,9/15/2015,2015
25,RAM- An independent writer's breakthrough tv production,A dram-com television series revolved around memory and the hardships and revelations that come with its early turning point.,$600.00 ,$800.00 ,successful,US,USD,1452299761,1447115761,FALSE,14,TRUE,film & video/television,133,57.14,film & video,television,11/10/2015,1/9/2016,2015
26,"You, Me & Sicily:  Part I Editing",Highlighting Sicily's points of light: its extraordinary people. Editing phase is now underway!!!,"$1,250.00 ","$1,940.00 ",successful,US,USD,1408278144,1404822144,FALSE,19,TRUE,film & video/television,155,102.11,film & video,television,7/8/2014,8/17/2014,2014
27,B-Rabbit TV Comedy Pilot,B-Rabbit is a hilarious depiction of immigrating to New Zealand and the life you desperately tried to leave behind.,"$20,000.00 ","$22,345.00 ",successful,NZ,NZD,1416113833,1413518233,FALSE,150,TRUE,film & video/television,112,148.97,film & video,television,10/17/2014,11/16/2014,2014
28,John Earle Dog Training Concept Development Reel,John and Brian are on a quest to change people's lives and rehabilitate dogs.,"$12,000.00 ","$12,042.00 ",successful,US,USD,1450307284,1447715284,FALSE,71,TRUE,film & video/television,100,169.61,film & video,television,11/16/2015,12/16/2015,2015
29,The JOB Prelude.,"Genuine, no cliche Cop dramedy. Stories based on Adam's time as a Constable. What really goes on? Think you know the Police? Find out.","$3,000.00 ","$3,700.00 ",successful,GB,GBP,1406045368,1403453368,FALSE,117,TRUE,film & video/television,123,31.62,film & video,television,6/22/2014,7/22/2014,2014
30,Introverts Web Series,"Comedy series about three introverted roommates coping with single life, secret resentments, and loudmouthed extroverts.","$4,000.00 ","$4,051.99 ",successful,US,USD,1408604515,1406012515,FALSE,53,TRUE,film & video/television,101,76.45,film & video,television,7/22/2014,8/21/2014,2014
31,The Alan Katz Show,"After a two-year hiatus, The Alan Katz Show is coming back! But it can't unless we can get a 16gb flash drive valued at $12.71!",$13.00 ,$13.00 ,successful,US,USD,1453748434,1452193234,FALSE,1,TRUE,film & video/television,100,13,film & video,television,1/7/2016,1/25/2016,2016
32,Over & Out,"Approaching a milestone birthday, Gail abandons her group of yuppie stay-at-home mom friends for the vibrant and rowdy gay community.","$28,450.00 ","$28,520.00 ",successful,US,USD,1463111940,1459523017,FALSE,89,TRUE,film & video/television,100,320.45,film & video,television,4/1/2016,5/13/2016,2016
33,Imaginary Problems,"3 best friends balance their work, personal and private lives while finding time for their imaginary friends (who are 3 puppets).","$5,250.00 ","$5,360.00 ",successful,US,USD,1447001501,1444405901,FALSE,64,TRUE,film & video/television,102,83.75,film & video,television,10/9/2015,11/8/2015,2015
34,#Josh: T.V. Show Sizzle Reel,"A digitally dependent Josh, is forced to coexist with his promiscuous problematic cousin Wes, and face his fears of a human connection","$2,600.00 ","$3,392.00 ",successful,US,USD,1407224601,1405928601,FALSE,68,TRUE,film & video/television,130,49.88,film & video,television,7/21/2014,8/5/2014,2014
35,Why Adam? A TV show about the science behind everyday life!,Why Adam? is an independent TV show that explores concepts of basic science in everyday life.,"$1,000.00 ","$1,665.00 ",successful,US,USD,1430179200,1428130814,FALSE,28,TRUE,film & video/television,167,59.46,film & video,television,4/4/2015,4/28/2015,2015
36,THE LISTENING BOX,"A modern day priest makes an unusual discovery, setting off a chain of events.","$6,000.00 ","$8,529.00 ",successful,US,USD,1428128525,1425540125,FALSE,44,TRUE,film & video/television,142,193.84,film & video,television,3/5/2015,4/4/2015,2015
37,The Journey,"Take an unscripted, real-time journey with Greg Aiello to the planet's wildest and most iconic places on this adventure travel TV show.","$22,000.00 ","$40,357.00 ",successful,US,USD,1425055079,1422463079,FALSE,253,TRUE,film & video/television,183,159.51,film & video,television,1/28/2015,2/27/2015,2015
38,Brewz Brothers TV,A television show about three brothers from Chicago on a mission to discover and highlight the best breweries in America.,"$2,500.00 ","$2,751.00 ",successful,US,USD,1368235344,1365643344,FALSE,66,TRUE,film & video/television,110,41.68,film & video,television,4/11/2013,5/11/2013,2013
39,Deep Cuts - Series,"Mystery-Drama Series. Following a shocking event, residents of a remote woodland community learn that some wounds never heal...","$25,000.00 ","$32,745.00 ",successful,GB,GBP,1401058740,1398388068,FALSE,217,TRUE,film & video/television,131,150.9,film & video,television,4/25/2014,5/25/2014,2014
40,Regal Fare Season One,"There is a cooking show in production that needs your help, a show about using local ingredients to create simple and elegant meals.","$2,000.00 ","$2,027.00 ",successful,US,USD,1403150400,1401426488,FALSE,16,TRUE,film & video/television,101,126.69,film & video,television,5/30/2014,6/19/2014,2014
41,Up on High Ground TV series,"A TV series that takes place in a high school setting with religions,morals,& ethics as a guiding message for students & their families","$2,000.00 ","$2,000.00 ",successful,US,USD,1412516354,1409924354,FALSE,19,TRUE,film & video/television,100,105.26,film & video,television,9/5/2014,10/5/2014,2014
42,BROS TV Pilot (Iraq),A show that explores the universal hospitality and shenanigans of BRO cultures in the most forbidden and unfamiliar places on earth!,"$14,000.00 ","$19,860.00 ",successful,US,USD,1419780026,1417188026,FALSE,169,TRUE,film & video/television,142,117.51,film & video,television,11/28/2014,12/28/2014,2014
43,Anglicon 2015: A Doctor Who & British media fan convention,"Anglicon is a fan-run British media convention with a focus on Doctor Who, returning to the Seattle area bigger and better than ever!","$10,000.00 ","$30,866.00 ",successful,US,USD,1405209600,1402599486,FALSE,263,TRUE,film & video/television,309,117.36,film & video,television,6/12/2014,7/13/2014,2014
44,BIG WHISKEY TV Show,The Creator of the hit FOX show THE BOURBON LOUNGE brings you BIG WHISKEY. A new travel show exploring whiskey like you've never seen.,"$2,000.00 ","$2,000.00 ",successful,US,USD,1412648537,1408760537,FALSE,15,TRUE,film & video/television,100,133.33,film & video,television,8/23/2014,10/7/2014,2014
45,The Art of the Lift,The Art of the Lift is a crime drama that follows an expert crew of pick-pockets and their attempt at breaking in a new recruit.,"$5,000.00 ","$6,000.00 ",successful,US,USD,1461769107,1459177107,FALSE,61,TRUE,film & video/television,120,98.36,film & video,television,3/28/2016,4/27/2016,2016
46,New equipment for Joy's World!,The legendary community TV programme Joy's World is in dire need of new equipment! We are hoping you can help.,"$8,400.00 ","$8,750.00 ",successful,AU,AUD,1450220974,1447628974,FALSE,45,TRUE,film & video/television,104,194.44,film & video,television,11/15/2015,12/15/2015,2015
47,Jane Don't Date - TV pilot (sitcom),"Cursed with attracting odd men, an independent woman takes on the Chicago dating scene again with the help of her offbeat friends.","$5,000.00 ","$5,380.55 ",successful,US,USD,1419021607,1413834007,FALSE,70,TRUE,film & video/television,108,76.87,film & video,television,10/20/2014,12/19/2014,2014
48,'Noir' A New Independant Tech-Noir TV Pilot,"With future neo-London as a backdrop to this new independent TV pilot, we investigate the bad and the corrupt that rule London.","$2,000.00 ","$2,159.00 ",successful,GB,GBP,1425211200,1422534260,FALSE,38,TRUE,film & video/television,108,56.82,film & video,television,1/29/2015,3/1/2015,2015
49,Driving Jersey - Season Five,Driving Jersey is real people telling real stories.,"$12,000.00 ","$12,000.00 ",successful,US,USD,1445660045,1443068045,FALSE,87,TRUE,film & video/television,100,137.93,film & video,television,9/24/2015,10/24/2015,2015
50,The Love Lounge,A brand new dating show which helps one lucky lady find her Mr Right with difficult decisions to make along the way.,$600.00 ,$600.00 ,successful,GB,GBP,1422637200,1419271458,FALSE,22,TRUE,film & video/television,100,27.27,film & video,television,12/22/2014,1/30/2015,2014
51,SKY CITY HAYA,"Please help us reach stretch goals of 16k, 26k, 41k for the soundtrack, extended scenes & story development for our sci-fi TV series!","$11,000.00 ","$14,082.00 ",successful,US,USD,1439245037,1436653037,FALSE,119,TRUE,film & video/television,128,118.34,film & video,television,7/11/2015,8/10/2015,2015
52,Kode Orange - New TV Series,Kode Orange is an original television series that follows the lives of two police officers who join a special unit in high-crime LA,"$10,000.00 ","$11,621.00 ",successful,US,USD,1405615846,1403023846,FALSE,52,TRUE,film & video/television,116,223.48,film & video,television,6/17/2014,7/17/2014,2014
53,Rolling out Vegan Mashup's Season 2,Delicious TV's Vegan Mashup launching season two on public television,"$3,000.00 ","$3,289.00 ",successful,US,USD,1396648800,1395407445,FALSE,117,TRUE,film & video/television,110,28.11,film & video,television,3/21/2014,4/4/2014,2014
54,"""Stand-In"" Television Pilot",TV stand-in Elizabeth was diagnosed BRCA+ as her mother was succumbing to cancer. This pilot navigates evolving modern female identity.,"$10,000.00 ","$10,100.00 ",successful,US,USD,1451063221,1448471221,FALSE,52,TRUE,film & video/television,101,194.23,film & video,television,11/25/2015,12/25/2015,2015
55,Di FAMILY,"A story of an Italian family who tried it the right way but realized things work better if they do it ""their"" way. Weekly Series PILOT","$8,600.00 ","$11,090.00 ",successful,US,USD,1464390916,1462576516,FALSE,86,TRUE,film & video/television,129,128.95,film & video,television,5/6/2016,5/27/2016,2016
56,Voxwomen Cycling Show,We want to see more women's cycling on TV - and we need your help to make it happen!,"$8,000.00 ","$8,581.00 ",successful,GB,GBP,1433779200,1432559424,FALSE,174,TRUE,film & video/television,107,49.32,film & video,television,5/25/2015,6/8/2015,2015
57,Our Gay Group - Quality Online Programming For the Gay Man,"An entertainment network built with a focus of uniting our community with quality, relevant live and scripted entertainment.","$15,000.00 ","$15,285.00 ",successful,US,USD,1429991962,1427399962,FALSE,69,TRUE,film & video/television,102,221.52,film & video,television,3/26/2015,4/25/2015,2015
58,Gloaming,"Alex thought he knew how the world worked. You live, you die and it's over. He was very, very wrong.","$10,000.00 ","$10,291.00 ",successful,US,USD,1416423172,1413827572,FALSE,75,TRUE,film & video/television,103,137.21,film & video,television,10/20/2014,11/19/2014,2014
59,"""Momentum"" - The Series",An electronic music producer stuck in his blue collar life has overnight success thrown at him when his music leaks on the internet.,"$20,000.00 ","$20,025.14 ",successful,US,USD,1442264400,1439530776,FALSE,33,TRUE,film & video/television,100,606.82,film & video,television,8/14/2015,9/14/2015,2015
60,Ever Since - Short Film,"Set in a beautiful but desolate world, we see how loneliness can lead to friendship in unconventional ways.","$4,500.00 ","$4,648.33 ",successful,GB,GBP,1395532800,1393882717,FALSE,108,TRUE,film & video/shorts,103,43.04,film & video,shorts,3/3/2014,3/23/2014,2014
61,SPLITTING THE SYNAPSE,"An exploration of the shadows that follow us from our past, the darkness that lives inside us and the ability to find our own freedom","$5,000.00 ","$7,415.00 ",successful,US,USD,1370547157,1368646357,FALSE,23,TRUE,film & video/shorts,148,322.39,film & video,shorts,5/15/2013,6/6/2013,2013
62,SPECIMEN 0625c - Sci-Fi Thriller,"A man is forced to repeatedly crawl through a mysterious maze not knowing who captured him or why, but he is determined to find out.","$3,000.00 ","$4,642.00 ",successful,US,USD,1362337878,1360177878,FALSE,48,TRUE,film & video/shorts,155,96.71,film & video,shorts,2/6/2013,3/3/2013,2013
63,The Attic,The Attic is my first short film.  Please help me with post production and distribution so that I can let it out into the world,"$2,000.00 ","$2,270.37 ",successful,US,USD,1388206740,1386194013,FALSE,64,TRUE,film & video/shorts,114,35.47,film & video,shorts,12/4/2013,12/28/2013,2013
64,"Millennial, The Movie","At the dawn of the New Millennium, a group of teenagers battle the Y2K bug to save humanity from boredom. The 2nd film by and/or.","$1,200.00 ","$2,080.00 ",successful,US,USD,1373243181,1370651181,FALSE,24,TRUE,film & video/shorts,173,86.67,film & video,shorts,6/8/2013,7/8/2013,2013
65,Hello World - Post Production Funds,Help finish the short film Hello World. The story of an android in the broken home of a father & son.,"$7,000.00 ","$7,527.00 ",successful,CA,CAD,1407736740,1405453354,FALSE,57,TRUE,film & video/shorts,108,132.05,film & video,shorts,7/15/2014,8/11/2014,2014
66,A Stagnant Fever: Short Film,A dark comedy set in the '60s about clinical depression and one night stands.,"$2,000.00 ","$2,372.00 ",successful,US,USD,1468873420,1466281420,FALSE,26,TRUE,film & video/shorts,119,91.23,film & video,shorts,6/18/2016,7/18/2016,2016
67,You are a Priest Forever,The Ordination Mass of five Dominicans friars to the priesthood at the historic Saint Dominic’s Church in Washington DC.,"$2,000.00 ","$2,325.00 ",successful,US,USD,1342360804,1339768804,FALSE,20,TRUE,film & video/shorts,116,116.25,film & video,shorts,6/15/2012,7/15/2012,2012
68,King Eider: Short Film,"Black Comedy by final year students at Leeds University. 
'Bird watching, tea, seaside and murder. Just your average British holiday.'",$600.00 ,$763.00 ,successful,GB,GBP,1393162791,1390570791,FALSE,36,TRUE,film & video/shorts,127,21.19,film & video,shorts,1/24/2014,2/23/2014,2014
69,More Than A Drive,"A breakthrough cinematic experience about more than just the cars…the people, lifestyle, enthusiasm, party, and the Leavenworth Drive.","$10,000.00 ","$11,094.23 ",successful,US,USD,1317538740,1314765025,FALSE,178,TRUE,film & video/shorts,111,62.33,film & video,shorts,8/31/2011,10/2/2011,2011
70,Scraps,Maggie barely survives a deranged baptism by her mother only to be born again to a string of foster parents. Things can always be worse,$500.00 ,$636.00 ,successful,US,USD,1315171845,1309987845,FALSE,17,TRUE,film & video/shorts,127,37.41,film & video,shorts,7/6/2011,9/4/2011,2011
71,"Diggin Deep to help find ""A Man, Buried""",A comedic tale about the duality of man set in a trailer park needs your help with sound design and getting it into film festivals,"$1,800.00 ","$2,231.00 ",successful,US,USD,1338186657,1333002657,FALSE,32,TRUE,film & video/shorts,124,69.72,film & video,shorts,3/29/2012,5/28/2012,2012
72,Trickle,A young man forced to live back home after an automobile accident leaves him to rediscover what it means to be a part of his family.,"$2,200.00 ","$2,385.00 ",successful,US,USD,1352937600,1351210481,FALSE,41,TRUE,film & video/shorts,108,58.17,film & video,shorts,10/26/2012,11/15/2012,2012
73,Project Z-6463 - a 3D short movie by Chris Eller,A scientist on the brink of a discovery that will revolutionize society sees her work destroyed in an experiment gone horribly wrong.,$900.00 ,$900.00 ,successful,US,USD,1304395140,1297620584,FALSE,18,TRUE,film & video/shorts,100,50,film & video,shorts,2/13/2011,5/3/2011,2011
74,L'oiseau la nuit - Court-métrage,"La nuit est devenue le lieu de la terreur. Alors qu'un couvre-feu est imposé, une petite fille est enlevée par un rapace nocturne.",$500.00 ,$564.66 ,successful,FR,EUR,1453376495,1450784495,FALSE,29,TRUE,film & video/shorts,113,19.47,film & video,shorts,12/22/2015,1/21/2016,2015
